t,algorithm,seed,V,window,grid_density,mos,snr_db,q_bps
1,lyapunov_greedy_oracle,3,200,512,10,1.0,9.920637385024127,876.820943634623
2,lyapunov_greedy_oracle,3,200,512,10,1.0,-0.9023799927114666,970.8601926124646
3,lyapunov_greedy_oracle,3,200,512,10,1.0,10.189191480219238,962.5057948628728
4,lyapunov_greedy_oracle,3,200,512,10,1.0,4.460172189849415,815.2970600827916
5,lyapunov_greedy_oracle,3,200,512,10,1.0,4.369898874640104,769.6837432183042
6,lyapunov_greedy_oracle,3,200,512,10,1.0,13.671718359609073,1153.9548017651641
7,lyapunov_greedy_oracle,3,200,512,10,1.0,12.69516727213972,1224.5129550552924
8,lyapunov_greedy_oracle,3,200,512,10,1.0,13.583687235821918,971.8457044668573
9,lyapunov_greedy_oracle,3,200,512,10,1.0,-1.5476945399414728,1220.7949178746358
10,lyapunov_greedy_oracle,3,200,512,10,1.0,16.953627943446854,863.0113149479795
11,lyapunov_greedy_oracle,3,200,512,10,1.0,13.166246402900384,951.6570311418266
12,lyapunov_greedy_oracle,3,200,512,10,1.0,19.53290095748583,1073.8609627995231
13,lyapunov_greedy_oracle,3,200,512,10,1.0,11.900392013518767,1103.2236231326374
14,lyapunov_greedy_oracle,3,200,512,10,1.0,23.299481870706984,1096.490189974156
15,lyapunov_greedy_oracle,3,200,512,10,1.0,13.54906473958377,905.5745580108862
16,lyapunov_greedy_oracle,3,200,512,10,1.0,15.377553096863927,1513.3506175174457
17,lyapunov_greedy_oracle,3,200,512,10,1.0,0.43453285843354017,743.5325107814162
18,lyapunov_greedy_oracle,3,200,512,10,1.0,11.435317933797684,875.3494682458655
19,lyapunov_greedy_oracle,3,200,512,10,1.0,10.286578196768478,990.2204606612902
20,lyapunov_greedy_oracle,3,200,512,10,1.0,2.8747442955897364,1028.263899344572
21,lyapunov_greedy_oracle,3,200,512,10,1.0,10.130409228038676,1115.783142899489
22,lyapunov_greedy_oracle,3,200,512,10,1.0,5.361562464446315,1072.2001515338695
23,lyapunov_greedy_oracle,3,200,512,10,1.0,10.264111742681795,887.4285666699651
24,lyapunov_greedy_oracle,3,200,512,10,1.0,23.554530632520954,979.3764159646871
25,lyapunov_greedy_oracle,3,200,512,10,1.0,17.1043407462563,1075.0703054257099
26,lyapunov_greedy_oracle,3,200,512,10,1.0,18.871551288206817,1035.98556365264
27,lyapunov_greedy_oracle,3,200,512,10,1.0,12.0134663050058,968.8780262837896
28,lyapunov_greedy_oracle,3,200,512,10,1.0,10.685059914409262,911.7876519914765
29,lyapunov_greedy_oracle,3,200,512,10,1.0,6.0802582528651605,1387.1819931455732
30,lyapunov_greedy_oracle,3,200,512,10,1.0,4.27207801481785,1069.9442779326123
31,lyapunov_greedy_oracle,3,200,512,10,1.0,11.046576955238878,802.5233659494165
32,lyapunov_greedy_oracle,3,200,512,10,1.0,10.864251432165226,1238.4240773579397
33,lyapunov_greedy_oracle,3,200,512,10,1.0,8.09948812679513,1141.12627867018
34,lyapunov_greedy_oracle,3,200,512,10,1.0,17.78991063644682,995.9839300550082
35,lyapunov_greedy_oracle,3,200,512,10,1.0,12.140559369312623,1117.1418261081656
36,lyapunov_greedy_oracle,3,200,512,10,1.0,5.987077932135635,909.6068829061477
37,lyapunov_greedy_oracle,3,200,512,10,1.0,7.572603484069033,1210.4590152188189
38,lyapunov_greedy_oracle,3,200,512,10,1.0,8.549881533463406,1075.447478492485
39,lyapunov_greedy_oracle,3,200,512,10,1.0,13.005400510701111,1060.3935119725709
40,lyapunov_greedy_oracle,3,200,512,10,1.0,14.299986194819443,660.5635661736587
41,lyapunov_greedy_oracle,3,200,512,10,1.0,5.086173191661098,950.879052203455
