t,E_slot_J,energy_budget_per_slot_j,S_eff_bps,arrivals_bps,delta_queue_used,Q_t_used,sWER_clip,semantic_budget,B_eff_Hz,B_min_kHz,latency_budget_q_bps,feasible_energy_guard,feasible_queue_guard,feasible_sem_guard,P_max_energy,P_min_sem,P_min_queue,action_in_guard_set,fallback_used,bad_energy,bad_queue,bad_sem,q_bps,z_lat,z_eng,z_sem,P,B,rate,sinr_db,per,mos,sWER_raw,sWER,P_tx_W,violate_lat,violate_eng,violate_sem,S_bits,sinr_req_lin,feasible_set_nonempty,arm_id,lcb_min,reward_shaped,slot_sec,A_bits,epsilon_energy,Q_bits,Q_next_bits,queue_violation,pd_active,guard_sem_active,guard_queue_active,guard_energy_active,guard_active,decision_latency_ms
1,0.012,0.5,11999.921298808567,1200.0,0.08,0.0,4.157664888430076e-10,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.030414705401669493,0.2,1,0,0,0,0,11999.921298808567,0.0,0.0,0.0,0.6,5.0,11999.921298808567,17.90403748501512,1.523693471510522e-09,4.5,4.157664888430076e-10,4.157664888430076e-10,0.6,1,0,0,239.99842561048732,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.5175999976927415
2,0.012,0.5,11999.874623040992,1200.0,0.08,0.0,6.245843831123419e-09,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.03477702460192307,0.2,1,0,0,0,0,11999.874623040992,0.0,0.0,0.0,0.6,5.0,11999.874623040992,17.321949401525572,3.063760250227898e-09,4.5,6.245843831123419e-09,6.245843831123419e-09,0.6,1,0,0,239.99749172552507,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.3541000041877851
3,0.012,0.5,11999.476033819503,1200.0,0.08,0.0,3.6642660105296746e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.05248791946436285,0.2,1,0,0,0,0,11999.476033819503,0.0,0.0,0.0,0.6,5.0,11999.476033819503,15.534280043397283,2.6176085012548224e-08,4.5,3.6642660105296746e-06,3.6642660105296746e-06,0.6,1,0,0,239.98951439440395,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.3552999987732619
4,0.012,0.5,11999.977065918312,1200.0,0.08,0.0,4.189489686683256e-14,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.021328178042197762,0.2,1,0,0,0,0,11999.977065918312,0.0,0.0,0.0,0.6,5.0,11999.977065918312,19.445336052585112,2.3968709504241297e-10,4.5,4.189489686683256e-14,4.189489686683256e-14,0.6,1,0,0,239.99954126084148,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.27570000384002924
5,0.012,0.5,11999.979961125267,1200.0,0.08,0.0,1.236854155929247e-14,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02051563585070411,0.2,1,0,0,0,0,11999.979961125267,0.0,0.0,0.0,0.6,5.0,11999.979961125267,19.6140238091947,1.9576383204243725e-10,4.5,1.236854155929247e-14,1.236854155929247e-14,0.6,1,0,0,239.9995991755221,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.26950000028591603
6,0.012,0.5,11998.370309622233,1200.0,0.08,0.0,0.00011985522844859367,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.07276300897180797,0.2,1,0,0,0,0,11998.370309622233,0.0,0.0,0.0,0.6,5.0,11998.370309622233,14.115767125621474,1.4360429879244304e-07,4.5,0.00011985522844859367,0.00011985522844859367,0.6,1,0,0,239.96737173209357,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.26649999199435115
7,0.012,0.5,11999.981115446295,1200.0,0.08,0.0,7.124991540040542e-15,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.020168274553217794,0.2,1,0,0,0,0,11999.981115446295,0.0,0.0,0.0,0.6,5.0,11999.981115446295,19.68818617909975,1.7909459864275762e-10,4.5,7.124991540040542e-15,7.124991540040542e-15,0.6,1,0,0,239.99962226594326,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2572999947005883
8,0.012,0.5,11999.634858550813,1200.0,0.08,0.0,9.300513040748166e-07,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.047305856774553,0.2,1,0,0,0,0,11999.634858550813,0.0,0.0,0.0,0.6,5.0,11999.634858550813,15.985724501585096,1.5227650228226787e-08,4.5,9.300513040748166e-07,9.300513040748166e-07,0.6,1,0,0,239.9926935164914,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.27320001390762627
9,0.012,0.5,11998.101793513266,1200.0,0.08,0.0,0.00017663311220646598,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.07602884235631847,0.2,1,0,0,0,0,11998.101793513266,0.0,0.0,0.0,0.6,5.0,11998.101793513266,13.925089849167843,1.8052590525067277e-07,4.5,0.00017663311220646598,0.00017663311220646598,0.6,1,0,0,239.96199255090156,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2565000031609088
10,0.012,0.5,11998.598642038285,1200.0,0.08,0.0,8.026581749343484e-05,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.06966902507921091,0.2,1,0,0,0,0,11998.598642038285,0.0,0.0,0.0,0.6,5.0,11998.598642038285,14.304476294913064,1.1450409860114954e-07,4.5,8.026581749343484e-05,8.026581749343484e-05,0.6,1,0,0,239.97194536299125,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.27289999707136303
11,0.012,0.5,11999.962085792531,1200.0,0.08,0.0,2.656307186223109e-12,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02464856504478053,0.2,1,0,0,0,0,11999.962085792531,0.0,0.0,0.0,0.6,5.0,11999.962085792531,18.81695721514491,5.09479138456731e-10,4.5,2.656307186223109e-12,2.656307186223109e-12,0.6,1,0,0,239.99924159357602,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24419999681413174
12,0.012,0.5,11999.530848028278,1200.0,0.08,0.0,2.4451832768479763e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.05084476429865229,0.2,1,0,0,0,0,11999.530848028278,0.0,0.0,0.0,0.6,5.0,11999.530848028278,15.672411243094814,2.2177733110979934e-08,4.5,2.4451832768479763e-06,2.4451832768479763e-06,0.6,1,0,0,239.99061163811774,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2403999969828874
13,0.012,0.5,11999.891680449582,1200.0,0.08,0.0,2.7725850067872948e-09,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.033343588937443776,0.2,1,0,0,0,0,11999.891680449582,0.0,0.0,0.0,0.6,5.0,11999.891680449582,17.50475019425464,2.4602969421010622e-09,4.5,2.7725850067872948e-09,2.7725850067872948e-09,0.6,1,0,0,239.9978330185257,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.25689999165479094
14,0.012,0.5,11999.738390831879,1200.0,0.08,0.0,2.295957483088152e-07,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.04297686091835436,0.2,1,0,0,0,0,11999.738390831879,0.0,0.0,0.0,0.6,5.0,11999.738390831879,16.40252671800937,9.234534585271593e-09,4.5,2.295957483088152e-07,2.295957483088152e-07,0.6,1,0,0,239.99476560039759,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.25019999884534627
15,0.012,0.5,11999.976451816376,1200.0,0.08,0.0,5.290808286997899e-14,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.021491010633363436,0.2,1,0,0,0,0,11999.976451816376,0.0,0.0,0.0,0.6,5.0,11999.976451816376,19.41230523677828,2.4937836492719495e-10,4.5,5.290808286997899e-14,5.290808286997899e-14,0.6,1,0,0,239.9995289764768,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.23599999258294702
16,0.012,0.5,11997.881267765544,1200.0,0.08,0.0,0.00023116811202549415,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.078472814268677,0.2,1,0,0,0,0,11997.881267765544,0.0,0.0,0.0,0.6,5.0,11997.881267765544,13.787681347419165,2.1288762761354537e-07,4.5,0.00023116811202549415,0.00023116811202549415,0.6,1,0,0,239.95757427130127,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.23389999114442617
17,0.012,0.5,11999.962607902915,1200.0,0.08,0.0,2.3877335449707528e-12,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.024550385665936435,0.2,1,0,0,0,0,11999.962607902915,0.0,0.0,0.0,0.6,5.0,11999.962607902915,18.834290438090648,4.989914888389189e-10,4.5,2.3877335449707528e-12,2.3877335449707528e-12,0.6,1,0,0,239.9992520383007,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2432000037515536
18,0.012,0.5,11999.863032319896,1200.0,0.08,0.0,1.0040510121031151e-08,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.03567344551844997,0.2,1,0,0,0,0,11999.863032319896,0.0,0.0,0.0,0.6,5.0,11999.863032319896,17.211423050420805,3.498291205918523e-09,4.5,1.0040510121031151e-08,1.0040510121031151e-08,0.6,1,0,0,239.9972598068176,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.23890000011306256
19,0.012,0.5,11999.970937042353,1200.0,0.08,0.0,3.1894583538927675e-13,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02283278378579603,0.2,1,0,0,0,0,11999.970937042353,0.0,0.0,0.0,0.6,5.0,11999.970937042353,19.149284985781943,3.4192642491759397e-10,4.5,3.1894583538927675e-13,3.1894583538927675e-13,0.6,1,0,0,239.99941865878492,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.25710000772960484
20,0.012,0.5,11999.55163547026,1200.0,0.08,0.0,2.0636180492469065e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.05018581729411004,0.2,1,0,0,0,0,11999.55163547026,0.0,0.0,0.0,0.6,5.0,11999.55163547026,15.729063615376772,2.0720134884181112e-08,4.5,2.0636180492469065e-06,2.0636180492469065e-06,0.6,1,0,0,239.99102773675864,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24059999850578606
