t,E_slot_J,energy_budget_per_slot_j,S_eff_bps,arrivals_bps,delta_queue_used,Q_t_used,sWER_clip,semantic_budget,B_eff_Hz,B_min_kHz,latency_budget_q_bps,feasible_energy_guard,feasible_queue_guard,feasible_sem_guard,P_max_energy,P_min_sem,P_min_queue,action_in_guard_set,fallback_used,bad_energy,bad_queue,bad_sem,q_bps,z_lat,z_eng,z_sem,P,B,rate,sinr_db,per,mos,sWER_raw,sWER,P_tx_W,violate_lat,violate_eng,violate_sem,S_bits,sinr_req_lin,feasible_set_nonempty,arm_id,lcb_min,reward_shaped,slot_sec,A_bits,epsilon_energy,Q_bits,Q_next_bits,queue_violation,pd_active,guard_sem_active,guard_queue_active,guard_energy_active,guard_active,decision_latency_ms
1,0.012,0.5,11998.738144460705,1200.0,0.08,0.0,6.012264874659544e-05,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.067597552773834,0.2,1,0,0,0,0,11998.738144460705,0.0,0.0,0.0,0.6,5.0,11998.738144460705,14.43556389208402,9.783726312861657e-08,4.5,6.012264874659544e-05,6.012264874659544e-05,0.6,1,0,0,239.97473941074009,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.46579999616369605
2,0.012,0.5,11998.215171391941,1200.0,0.08,0.0,0.00015134074162337623,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.0746928120142097,0.2,1,0,0,0,0,11998.215171391941,0.0,0.0,0.0,0.6,5.0,11998.215171391941,14.002085527787854,1.6459361367922338e-07,4.5,0.00015134074162337623,0.00015134074162337623,0.6,1,0,0,239.96426393124696,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.33519999124109745
3,0.012,0.5,11999.39676185411,1200.0,0.08,0.0,6.025823523824032e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.05466014736929134,0.2,1,0,0,0,0,11999.39676185411,0.0,0.0,0.0,0.6,5.0,11999.39676185411,15.358165644630288,3.2336075014529216e-08,4.5,6.025823523824032e-06,6.025823523824032e-06,0.6,1,0,0,239.98792747681432,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.28569999267347157
4,0.012,0.5,11999.85647375558,1200.0,0.08,0.0,1.2844300968929967e-08,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.03615694603188863,0.2,1,0,0,0,0,11999.85647375558,0.0,0.0,0.0,0.6,5.0,11999.85647375558,17.152956217138,3.752547047462661e-09,4.5,1.2844300968929967e-08,1.2844300968929967e-08,0.6,1,0,0,239.9971285745111,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2806999982567504
5,0.012,0.5,11999.02977022535,1200.0,0.08,0.0,2.8012795251539194e-05,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.06267253047187755,0.2,1,0,0,0,0,11999.02977022535,0.0,0.0,0.0,0.6,5.0,11999.02977022535,14.764101325550575,6.596080023709938e-08,4.5,2.8012795251539194e-05,2.8012795251539194e-05,0.6,1,0,0,239.9805795751949,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2649000089149922
6,0.012,0.5,11999.971567277651,1200.0,0.08,0.0,2.658360313587047e-13,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.022689158472757702,0.2,1,0,0,0,0,11999.971567277651,0.0,0.0,0.0,0.6,5.0,11999.971567277651,19.176689742606463,3.3086481363156293e-10,4.5,2.658360313587047e-13,2.658360313587047e-13,0.6,1,0,0,239.99943126614565,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2587999915704131
7,0.012,0.5,11999.926643373828,1200.0,0.08,0.0,2.6731715096221685e-10,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02980525737240636,0.2,1,0,0,0,0,11999.926643373828,0.0,0.0,0.0,0.6,5.0,11999.926643373828,17.991944863501878,1.3711481421443594e-09,4.5,2.6731715096221685e-10,2.6731715096221685e-10,0.6,1,0,0,239.99853253840303,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2517000102670863
8,0.012,0.5,11999.78089500813,1200.0,0.08,0.0,1.0312525706778778e-07,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.04083867741255941,0.2,1,0,0,0,0,11999.78089500813,0.0,0.0,0.0,0.6,5.0,11999.78089500813,16.624156939930938,7.07801818679035e-09,4.5,1.0312525706778778e-07,1.0312525706778778e-07,0.6,1,0,0,239.9956162014693,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.27209999097976834
9,0.012,0.5,11999.87743962918,1200.0,0.08,0.0,5.51773217050568e-09,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.0345503340543653,0.2,1,0,0,0,0,11999.87743962918,0.0,0.0,0.0,0.6,5.0,11999.87743962918,17.35035111960359,2.961100352334993e-09,4.5,5.51773217050568e-09,5.51773217050568e-09,0.6,1,0,0,239.99754808192677,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2530000056140125
10,0.012,0.5,11999.89389444669,1200.0,0.08,0.0,2.4653023573725223e-09,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.03314598358738031,0.2,1,0,0,0,0,11999.89389444669,0.0,0.0,0.0,0.6,5.0,11999.89389444669,17.53056451747517,2.3852522001350547e-09,4.5,2.4653023573725223e-09,2.4653023573725223e-09,0.6,1,0,0,239.99787731647834,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24680000205989927
11,0.012,0.5,11999.308825567554,1200.0,0.08,0.0,9.561465576662713e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.056843621098024634,0.2,1,0,0,0,0,11999.308825567554,0.0,0.0,0.0,0.6,5.0,11999.308825567554,15.188056268104402,3.965887374817263e-08,4.5,9.561465576662713e-06,9.561465576662713e-06,0.6,1,0,0,239.98616699376961,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2479999966453761
12,0.012,0.5,11999.940116869113,1200.0,0.08,0.0,7.099222875291472e-11,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02811418426501575,0.2,1,0,0,0,0,11999.940116869113,0.0,0.0,0.0,0.6,5.0,11999.940116869113,18.245618757790858,1.0113031796437793e-09,4.5,7.099222875291472e-11,7.099222875291472e-11,0.6,1,0,0,239.99880209467074,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2398999931756407
13,0.012,0.5,11999.973915773633,1200.0,0.08,0.0,1.2843221725469715e-13,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.022133093903260397,0.2,1,0,0,0,0,11999.973915773633,0.0,0.0,0.0,0.6,5.0,11999.973915773633,19.284452361345117,2.9072992152016657e-10,4.5,1.2843221725469715e-13,1.2843221725469715e-13,0.6,1,0,0,239.99947824569765,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.23720000172033906
14,0.012,0.5,11999.841836879976,1200.0,0.08,0.0,2.119446895705617e-08,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.037181809238271066,0.2,1,0,0,0,0,11999.841836879976,0.0,0.0,0.0,0.6,5.0,11999.841836879976,17.03156844337277,4.340980090877824e-09,4.5,2.119446895705617e-08,2.119446895705617e-08,0.6,1,0,0,239.99683569577803,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.23639999562874436
15,0.012,0.5,11999.931224739483,1200.0,0.08,0.0,1.7688015830218817e-10,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.029257130973631217,0.2,1,0,0,0,0,11999.931224739483,0.0,0.0,0.0,0.6,5.0,11999.931224739483,18.072556268330786,1.2447251757188506e-09,4.5,1.7688015830218817e-10,1.7688015830218817e-10,0.6,1,0,0,239.99862419605734,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.31770000350661576
16,0.012,0.5,11999.530644209648,1200.0,0.08,0.0,2.4491362319594823e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.0508511212967773,0.2,1,0,0,0,0,11999.530644209648,0.0,0.0,0.0,0.6,5.0,11999.530644209648,15.67186828913073,2.2192187604751095e-08,4.5,2.4491362319594823e-06,2.4491362319594823e-06,0.6,1,0,0,239.99060755827625,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2618999860715121
17,0.012,0.5,11999.943640763388,1200.0,0.08,0.0,4.704314837551154e-11,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.02762767652398731,0.2,1,0,0,0,0,11999.943640763388,0.0,0.0,0.0,0.6,5.0,11999.943640763388,18.3214300025474,9.233621887682778e-10,4.5,4.704314837551154e-11,4.704314837551154e-11,0.6,1,0,0,239.99887259366187,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24839999969117343
18,0.012,0.5,11999.937905308565,1200.0,0.08,0.0,9.048871361955316e-11,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.028409181218476746,0.2,1,0,0,0,0,11999.937905308565,0.0,0.0,0.0,0.6,5.0,11999.937905308565,18.200286456289163,1.0678406633434243e-09,4.5,9.048871361955316e-11,9.048871361955316e-11,0.6,1,0,0,239.99875784989086,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.2486000012140721
19,0.012,0.5,11999.892418920284,1200.0,0.08,0.0,2.666978463766671e-09,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.033278000767612295,0.2,1,0,0,0,0,11999.892418920284,0.0,0.0,0.0,0.6,5.0,11999.892418920284,17.513301352990013,2.4351799624976132e-09,4.5,2.666978463766671e-09,2.666978463766671e-09,0.6,1,0,0,239.99784779396774,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24309998843818903
20,0.012,0.5,11999.447356701285,1200.0,0.08,0.0,4.4332832871878e-06,0.25,25000.0,5.0,1200.0,1,1,1,25.0,0.053299159435939346,0.2,1,0,0,0,0,11999.447356701285,0.0,0.0,0.0,0.6,5.0,11999.447356701285,15.46767002762457,2.8354286694341745e-08,4.5,4.4332832871878e-06,4.4332832871878e-06,0.6,1,0,0,239.98894032931028,3.1388922533374566,1,0,0.0,0,0.02,24.0,0.0,0.0,0.0,1,0,1,1,1,1,0.24160000612027943
