t,algorithm,seed,V,window,grid_density,mos,snr_db,q_bps
1,lyapunov_greedy_oracle,3,800,128,25,1.0,12.366169559577035,683.8916258378308
2,lyapunov_greedy_oracle,3,800,128,25,1.0,8.352434550601316,712.7991553197718
3,lyapunov_greedy_oracle,3,800,128,25,1.0,11.594314374770383,761.9674359134004
4,lyapunov_greedy_oracle,3,800,128,25,1.0,14.853324258710053,786.9250242023197
5,lyapunov_greedy_oracle,3,800,128,25,1.0,10.006793660919968,1142.9420407644666
6,lyapunov_greedy_oracle,3,800,128,25,1.0,19.11565146847533,1235.8063681188237
7,lyapunov_greedy_oracle,3,800,128,25,1.0,7.047505356775446,1249.7991451189941
8,lyapunov_greedy_oracle,3,800,128,25,1.0,8.80356857329597,1090.5755681441572
9,lyapunov_greedy_oracle,3,800,128,25,1.0,8.611555798742257,766.4535852876604
10,lyapunov_greedy_oracle,3,800,128,25,1.0,3.8781555450692515,1076.2858400959701
11,lyapunov_greedy_oracle,3,800,128,25,1.0,15.894153700352778,489.1888526837989
12,lyapunov_greedy_oracle,3,800,128,25,1.0,14.482928572577265,728.9602049689425
13,lyapunov_greedy_oracle,3,800,128,25,1.0,12.498144677180413,1011.3968905701587
14,lyapunov_greedy_oracle,3,800,128,25,1.0,14.333389145330498,834.1126051258302
15,lyapunov_greedy_oracle,3,800,128,25,1.0,5.202739846607132,784.6028727454393
16,lyapunov_greedy_oracle,3,800,128,25,1.0,4.440348465071291,1249.32268421636
17,lyapunov_greedy_oracle,3,800,128,25,1.0,16.623847149108805,1045.970434768235
18,lyapunov_greedy_oracle,3,800,128,25,1.0,15.70956163822434,1137.7705953651794
19,lyapunov_greedy_oracle,3,800,128,25,1.0,2.824371827992498,1493.8288240950194
20,lyapunov_greedy_oracle,3,800,128,25,1.0,21.46016416009538,1034.853755197959
21,lyapunov_greedy_oracle,3,800,128,25,1.0,11.450099922106658,1192.0931153177462
22,lyapunov_greedy_oracle,3,800,128,25,1.0,15.932249961590514,746.2103862116494
23,lyapunov_greedy_oracle,3,800,128,25,1.0,12.31010464220717,1475.0120862790302
24,lyapunov_greedy_oracle,3,800,128,25,1.0,9.219707916466236,1021.6686195548392
25,lyapunov_greedy_oracle,3,800,128,25,1.0,4.52755934746206,1190.0945412446486
26,lyapunov_greedy_oracle,3,800,128,25,1.0,9.715170846417815,1023.092350960426
27,lyapunov_greedy_oracle,3,800,128,25,1.0,8.727653814061362,1089.7220968623615
28,lyapunov_greedy_oracle,3,800,128,25,1.0,12.42766687229759,908.4857839949233
29,lyapunov_greedy_oracle,3,800,128,25,1.0,8.119834831403875,976.6153869309442
30,lyapunov_greedy_oracle,3,800,128,25,1.0,5.304556069655973,1017.9422882641603
31,lyapunov_greedy_oracle,3,800,128,25,1.0,17.481928233082805,866.9599269739723
32,lyapunov_greedy_oracle,3,800,128,25,1.0,15.484412489532719,1090.8510944774314
33,lyapunov_greedy_oracle,3,800,128,25,1.0,23.298344417813734,1021.8669701280171
34,lyapunov_greedy_oracle,3,800,128,25,1.0,6.29689481133963,1167.3103513954677
