P,B,snr_db,per
21.0,15.0,5.800000000000001,0.0003408809292540651
21.0,15.0,6.0,0.00023398569390738734
21.0,15.0,6.2,0.0001577881806980453
21.0,15.0,6.4,0.00010444682402859355
21.0,15.0,6.6000000000000005,6.780653495387408e-05
21.0,15.0,6.800000000000001,4.313257961900158e-05
21.0,15.0,7.0,2.685840082191449e-05
21.0,15.0,7.2,1.6355330893270193e-05
21.0,15.0,7.4,9.729399782171936e-06
21.0,15.0,7.6000000000000005,5.647832673096917e-06
21.0,15.0,7.800000000000001,3.1955501067741127e-06
21.0,15.0,8.0,1.7601628336332156e-06
21.0,15.0,8.200000000000001,9.426578908942445e-07
21.0,15.0,8.4,4.902009689080861e-07
21.0,15.0,8.6,2.471784821241954e-07
21.0,15.0,8.8,1.206793178030394e-07
21.0,15.0,9.0,5.696134658635996e-08
21.0,15.0,9.200000000000001,2.5951428176228797e-08
21.0,15.0,9.4,1.1393356790514777e-08
21.0,15.0,9.600000000000001,4.811641097660669e-09
21.0,15.0,9.8,1.9511550498973748e-09
21.0,15.0,10.0,7.582560427911907e-10
21.0,15.0,10.200000000000001,2.8183494745075893e-10
21.0,15.0,10.4,9.998088292090335e-11
21.0,15.0,10.600000000000001,3.3777505544307836e-11
21.0,15.0,10.8,1.084243919798375e-11
21.0,15.0,11.0,3.298894684420181e-12
21.0,15.0,11.200000000000001,9.489773064701172e-13
21.0,15.0,11.4,2.574194455253461e-13
21.0,15.0,11.600000000000001,6.566336825875306e-14
21.0,15.0,11.8,1.5705173458908852e-14
21.0,15.0,12.0,3.5114159237938353e-15
21.0,15.0,12.200000000000001,7.315800284612443e-16
21.0,15.0,12.4,1.4155867142014792e-16
21.0,15.0,12.600000000000001,2.535088506116501e-17
21.0,15.0,12.8,4.1864645572505545e-18
21.0,15.0,13.0,6.350973781344995e-19
21.0,15.0,13.200000000000001,8.815249433617358e-20
21.0,15.0,13.4,1.1148364995002611e-20
21.0,15.0,13.600000000000001,1.2789842967326624e-21
21.0,15.0,13.8,1.3249579809697755e-22
21.0,15.0,14.0,1.2334832493991027e-23
21.0,15.0,14.200000000000001,1.0267663544091146e-24
21.0,15.0,14.4,7.601986903108068e-26
21.0,15.0,14.600000000000001,4.978536364762012e-27
21.0,15.0,14.8,2.867373561434833e-28
21.0,15.0,15.0,1.4435954375164125e-29
21.0,15.0,15.200000000000001,6.312945532212512e-31
21.0,15.0,15.4,2.3821045955464734e-32
21.0,15.0,15.600000000000001,7.702166555113398e-34
21.0,15.0,15.8,2.118493086051927e-35
21.0,15.0,16.0,4.919183810389113e-37
21.0,15.0,16.2,9.566315231097505e-39
21.0,15.0,16.400000000000002,1.5450850375599824e-40
21.0,15.0,16.6,2.0545443310099136e-42
21.0,15.0,16.8,2.2287139252735382e-44
21.0,15.0,17.0,1.9534464367136178e-46
21.0,15.0,17.2,1.3695987466201916e-48
21.0,15.0,17.400000000000002,7.600820732614137e-51
21.0,15.0,17.6,3.3023128541702556e-53
21.0,15.0,17.8,1.110340848665414e-55
21.0,15.0,18.0,2.8544895993395538e-58
21.0,15.0,18.2,5.5403993945610206e-61
21.0,15.0,18.400000000000002,8.012013146409484e-64
21.0,15.0,18.6,8.51346999826217e-67
21.0,15.0,18.8,6.551314741870817e-70
21.0,15.0,19.0,3.595857528787677e-73
21.0,15.0,19.200000000000003,1.3855194673338024e-76
21.0,15.0,19.400000000000002,3.6856745018659825e-80
21.0,15.0,19.6,6.651693918109256e-84
21.0,15.0,19.8,7.996829246878051e-88
21.0,15.0,20.0,6.282880511239462e-92
21.0,17.5,0.0,0.1224564282529819
21.0,17.5,0.2,0.11091734985644486
21.0,17.5,0.4,0.09999808812761217
21.0,17.5,0.6000000000000001,0.08971452403394523
21.0,17.5,0.8,0.08007790443620987
21.0,17.5,1.0,0.07109463765573255
21.0,17.5,1.2000000000000002,0.06276616334395753
21.0,17.5,1.4000000000000001,0.05508890437168983
21.0,17.5,1.6,0.04805430667421054
21.0,17.5,1.8,0.04164897078512447
21.0,17.5,2.0,0.03585487621008258
21.0,17.5,2.2,0.03064969690306753
21.0,17.5,2.4000000000000004,0.026007203012834462
21.0,17.5,2.6,0.02189774089235171
21.0,17.5,2.8000000000000003,0.018288780259659573
21.0,17.5,3.0,0.015145514530859282
21.0,17.5,3.2,0.012431497888663781
21.0,17.5,3.4000000000000004,0.010109300772660172
21.0,17.5,3.6,0.00814116433244884
21.0,17.5,3.8000000000000003,0.0064896340932459155
21.0,17.5,4.0,0.0051181537218194005
21.0,17.5,4.2,0.00399160136901451
21.0,17.5,4.4,0.0030767535594992948
21.0,17.5,4.6000000000000005,0.002342664888019983
21.0,17.5,4.800000000000001,0.0017609556878520915
21.0,17.5,5.0,0.0013060041292837646
21.0,17.5,5.2,0.0009550436123592206
21.0,17.5,5.4,0.0006881705491784337
21.0,17.5,5.6000000000000005,0.00048827140438992267
21.0,17.5,5.800000000000001,0.0003408809292540651
21.0,17.5,6.0,0.00023398569390738734
21.0,17.5,6.2,0.0001577881806980453
21.0,17.5,6.4,0.00010444682402859355
21.0,17.5,6.6000000000000005,6.780653495387408e-05
21.0,17.5,6.800000000000001,4.313257961900158e-05
21.0,17.5,7.0,2.685840082191449e-05
21.0,17.5,7.2,1.6355330893270193e-05
21.0,17.5,7.4,9.729399782171936e-06
21.0,17.5,7.6000000000000005,5.647832673096917e-06
21.0,17.5,7.800000000000001,3.1955501067741127e-06
21.0,17.5,8.0,1.7601628336332156e-06
21.0,17.5,8.200000000000001,9.426578908942445e-07
21.0,17.5,8.4,4.902009689080861e-07
21.0,17.5,8.6,2.471784821241954e-07
21.0,17.5,8.8,1.206793178030394e-07
21.0,17.5,9.0,5.696134658635996e-08
21.0,17.5,9.200000000000001,2.5951428176228797e-08
21.0,17.5,9.4,1.1393356790514777e-08
21.0,17.5,9.600000000000001,4.811641097660669e-09
21.0,17.5,9.8,1.9511550498973748e-09
21.0,17.5,10.0,7.582560427911907e-10
21.0,17.5,10.200000000000001,2.8183494745075893e-10
21.0,17.5,10.4,9.998088292090335e-11
21.0,17.5,10.600000000000001,3.3777505544307836e-11
21.0,17.5,10.8,1.084243919798375e-11
21.0,17.5,11.0,3.298894684420181e-12
21.0,17.5,11.200000000000001,9.489773064701172e-13
21.0,17.5,11.4,2.574194455253461e-13
21.0,17.5,11.600000000000001,6.566336825875306e-14
21.0,17.5,11.8,1.5705173458908852e-14
21.0,17.5,12.0,3.5114159237938353e-15
21.0,17.5,12.200000000000001,7.315800284612443e-16
21.0,17.5,12.4,1.4155867142014792e-16
21.0,17.5,12.600000000000001,2.535088506116501e-17
21.0,17.5,12.8,4.1864645572505545e-18
21.0,17.5,13.0,6.350973781344995e-19
21.0,17.5,13.200000000000001,8.815249433617358e-20
21.0,17.5,13.4,1.1148364995002611e-20
21.0,17.5,13.600000000000001,1.2789842967326624e-21
21.0,17.5,13.8,1.3249579809697755e-22
21.0,17.5,14.0,1.2334832493991027e-23
21.0,17.5,14.200000000000001,1.0267663544091146e-24
21.0,17.5,14.4,7.601986903108068e-26
21.0,17.5,14.600000000000001,4.978536364762012e-27
21.0,17.5,14.8,2.867373561434833e-28
21.0,17.5,15.0,1.4435954375164125e-29
21.0,17.5,15.200000000000001,6.312945532212512e-31
21.0,17.5,15.4,2.3821045955464734e-32
21.0,17.5,15.600000000000001,7.702166555113398e-34
21.0,17.5,15.8,2.118493086051927e-35
21.0,17.5,16.0,4.919183810389113e-37
21.0,17.5,16.2,9.566315231097505e-39
21.0,17.5,16.400000000000002,1.5450850375599824e-40
21.0,17.5,16.6,2.0545443310099136e-42
21.0,17.5,16.8,2.2287139252735382e-44
21.0,17.5,17.0,1.9534464367136178e-46
21.0,17.5,17.2,1.3695987466201916e-48
21.0,17.5,17.400000000000002,7.600820732614137e-51
21.0,17.5,17.6,3.3023128541702556e-53
21.0,17.5,17.8,1.110340848665414e-55
21.0,17.5,18.0,2.8544895993395538e-58
21.0,17.5,18.2,5.5403993945610206e-61
21.0,17.5,18.400000000000002,8.012013146409484e-64
21.0,17.5,18.6,8.51346999826217e-67
21.0,17.5,18.8,6.551314741870817e-70
21.0,17.5,19.0,3.595857528787677e-73
21.0,17.5,19.200000000000003,1.3855194673338024e-76
21.0,17.5,19.400000000000002,3.6856745018659825e-80
21.0,17.5,19.6,6.651693918109256e-84
21.0,17.5,19.8,7.996829246878051e-88
21.0,17.5,20.0,6.282880511239462e-92
21.0,20.0,0.0,0.1224564282529819
21.0,20.0,0.2,0.11091734985644486
21.0,20.0,0.4,0.09999808812761217
21.0,20.0,0.6000000000000001,0.08971452403394523
21.0,20.0,0.8,0.08007790443620987
21.0,20.0,1.0,0.07109463765573255
21.0,20.0,1.2000000000000002,0.06276616334395753
21.0,20.0,1.4000000000000001,0.05508890437168983
21.0,20.0,1.6,0.04805430667421054
21.0,20.0,1.8,0.04164897078512447
21.0,20.0,2.0,0.03585487621008258
21.0,20.0,2.2,0.03064969690306753
21.0,20.0,2.4000000000000004,0.026007203012834462
21.0,20.0,2.6,0.02189774089235171
21.0,20.0,2.8000000000000003,0.018288780259659573
21.0,20.0,3.0,0.015145514530859282
21.0,20.0,3.2,0.012431497888663781
21.0,20.0,3.4000000000000004,0.010109300772660172
21.0,20.0,3.6,0.00814116433244884
21.0,20.0,3.8000000000000003,0.0064896340932459155
21.0,20.0,4.0,0.0051181537218194005
21.0,20.0,4.2,0.00399160136901451
21.0,20.0,4.4,0.0030767535594992948
21.0,20.0,4.6000000000000005,0.002342664888019983
21.0,20.0,4.800000000000001,0.0017609556878520915
21.0,20.0,5.0,0.0013060041292837646
21.0,20.0,5.2,0.0009550436123592206
21.0,20.0,5.4,0.0006881705491784337
21.0,20.0,5.6000000000000005,0.00048827140438992267
21.0,20.0,5.800000000000001,0.0003408809292540651
21.0,20.0,6.0,0.00023398569390738734
21.0,20.0,6.2,0.0001577881806980453
21.0,20.0,6.4,0.00010444682402859355
21.0,20.0,6.6000000000000005,6.780653495387408e-05
21.0,20.0,6.800000000000001,4.313257961900158e-05
21.0,20.0,7.0,2.685840082191449e-05
21.0,20.0,7.2,1.6355330893270193e-05
21.0,20.0,7.4,9.729399782171936e-06
21.0,20.0,7.6000000000000005,5.647832673096917e-06
21.0,20.0,7.800000000000001,3.1955501067741127e-06
21.0,20.0,8.0,1.7601628336332156e-06
21.0,20.0,8.200000000000001,9.426578908942445e-07
21.0,20.0,8.4,4.902009689080861e-07
21.0,20.0,8.6,2.471784821241954e-07
21.0,20.0,8.8,1.206793178030394e-07
21.0,20.0,9.0,5.696134658635996e-08
21.0,20.0,9.200000000000001,2.5951428176228797e-08
21.0,20.0,9.4,1.1393356790514777e-08
21.0,20.0,9.600000000000001,4.811641097660669e-09
21.0,20.0,9.8,1.9511550498973748e-09
21.0,20.0,10.0,7.582560427911907e-10
21.0,20.0,10.200000000000001,2.8183494745075893e-10
21.0,20.0,10.4,9.998088292090335e-11
21.0,20.0,10.600000000000001,3.3777505544307836e-11
21.0,20.0,10.8,1.084243919798375e-11
21.0,20.0,11.0,3.298894684420181e-12
21.0,20.0,11.200000000000001,9.489773064701172e-13
21.0,20.0,11.4,2.574194455253461e-13
21.0,20.0,11.600000000000001,6.566336825875306e-14
21.0,20.0,11.8,1.5705173458908852e-14
21.0,20.0,12.0,3.5114159237938353e-15
21.0,20.0,12.200000000000001,7.315800284612443e-16
21.0,20.0,12.4,1.4155867142014792e-16
21.0,20.0,12.600000000000001,2.535088506116501e-17
21.0,20.0,12.8,4.1864645572505545e-18
21.0,20.0,13.0,6.350973781344995e-19
21.0,20.0,13.200000000000001,8.815249433617358e-20
21.0,20.0,13.4,1.1148364995002611e-20
21.0,20.0,13.600000000000001,1.2789842967326624e-21
21.0,20.0,13.8,1.3249579809697755e-22
21.0,20.0,14.0,1.2334832493991027e-23
21.0,20.0,14.200000000000001,1.0267663544091146e-24
21.0,20.0,14.4,7.601986903108068e-26
21.0,20.0,14.600000000000001,4.978536364762012e-27
21.0,20.0,14.8,2.867373561434833e-28
21.0,20.0,15.0,1.4435954375164125e-29
21.0,20.0,15.200000000000001,6.312945532212512e-31
21.0,20.0,15.4,2.3821045955464734e-32
21.0,20.0,15.600000000000001,7.702166555113398e-34
21.0,20.0,15.8,2.118493086051927e-35
21.0,20.0,16.0,4.919183810389113e-37
21.0,20.0,16.2,9.566315231097505e-39
21.0,20.0,16.400000000000002,1.5450850375599824e-40
21.0,20.0,16.6,2.0545443310099136e-42
21.0,20.0,16.8,2.2287139252735382e-44
21.0,20.0,17.0,1.9534464367136178e-46
21.0,20.0,17.2,1.3695987466201916e-48
21.0,20.0,17.400000000000002,7.600820732614137e-51
21.0,20.0,17.6,3.3023128541702556e-53
21.0,20.0,17.8,1.110340848665414e-55
21.0,20.0,18.0,2.8544895993395538e-58
21.0,20.0,18.2,5.5403993945610206e-61
21.0,20.0,18.400000000000002,8.012013146409484e-64
21.0,20.0,18.6,8.51346999826217e-67
21.0,20.0,18.8,6.551314741870817e-70
21.0,20.0,19.0,3.595857528787677e-73
21.0,20.0,19.200000000000003,1.3855194673338024e-76
21.0,20.0,19.400000000000002,3.6856745018659825e-80
21.0,20.0,19.6,6.651693918109256e-84
21.0,20.0,19.8,7.996829246878051e-88
21.0,20.0,20.0,6.282880511239462e-92
22.0,5.0,0.0,0.11080315836233387
22.0,5.0,0.2,0.09989028895482802
22.0,5.0,0.4,0.08961325528315371
22.0,5.0,0.6000000000000001,0.07998325591373125
22.0,5.0,0.8,0.07100664916188652
22.0,5.0,1.0,0.0626848237593004
22.0,5.0,1.2000000000000002,0.055014151611213216
22.0,5.0,1.4000000000000001,0.04798602855923922
22.0,5.0,1.6,0.041587006858203344
22.0,5.0,1.8,0.03579902049016675
22.0,5.0,2.0,0.03059970154770163
22.0,5.0,2.2,0.025962782821886386
22.0,5.0,2.4000000000000004,0.021858578555671325
22.0,5.0,2.6,0.018254532220387597
22.0,5.0,2.8000000000000003,0.015115817308761452
22.0,5.0,3.0,0.012405974685578816
22.0,5.0,3.2,0.010087568166584019
22.0,5.0,3.4000000000000004,0.008122838859346367
22.0,5.0,3.6,0.0064743385174063
22.0,5.0,3.8000000000000003,0.005105522806961725
22.0,5.0,4.0,0.003981286983287869
22.0,5.0,4.2,0.003068428977214416
22.0,5.0,4.4,0.002336028187916301
22.0,5.0,4.6000000000000005,0.0017557321898441685
22.0,5.0,4.800000000000001,0.0013019478563495164
22.0,5.0,5.0,0.0009519378086354331
22.0,5.0,5.2,0.0006858273264638042
22.0,5.0,5.4,0.00048653062437893147
22.0,5.0,5.6000000000000005,0.0003396084556646816
22.0,5.0,5.800000000000001,0.0002330711656515912
22.0,5.0,6.0,0.0001571424636664647
22.0,5.0,6.2,0.00010399929513984296
22.0,5.0,6.4,6.750233896966758e-05
22.0,5.0,6.6000000000000005,4.292997871533499e-05
22.0,5.0,6.800000000000001,2.672631142672611e-05
22.0,5.0,7.0,1.6271114483274342e-05
22.0,5.0,7.2,9.676946743458995e-06
22.0,5.0,7.4,5.615953198545909e-06
22.0,5.0,7.6000000000000005,3.1766651023138006e-06
22.0,5.0,7.800000000000001,1.7492719351807023e-06
22.0,5.0,8.0,9.365512621333311e-07
22.0,5.0,8.200000000000001,4.868762484242173e-07
22.0,5.0,8.4,2.4542330047487334e-07
22.0,5.0,8.6,1.1978215467715576e-07
22.0,5.0,8.8,5.65180008375006e-08
22.0,5.0,9.0,2.573996063956075e-08
22.0,5.0,9.200000000000001,1.129616031325521e-08
22.0,5.0,9.4,4.76866722409785e-09
22.0,5.0,9.600000000000001,1.9329114143606546e-09
22.0,5.0,9.8,7.508337257508973e-10
22.0,5.0,10.0,2.7894680928689246e-10
22.0,5.0,10.200000000000001,9.890829016324758e-11
22.0,5.0,10.4,3.339815973727926e-11
22.0,5.0,10.600000000000001,1.0714965862831407e-11
22.0,5.0,10.8,3.258293377099794e-12
22.0,5.0,11.0,9.367508409819315e-13
22.0,5.0,11.200000000000001,2.5394765082670093e-13
22.0,5.0,11.4,6.473633097412497e-14
22.0,5.0,11.600000000000001,1.5473075338107962e-14
22.0,5.0,11.8,3.4570959966038406e-15
22.0,5.0,12.0,7.197338131888081e-16
22.0,5.0,12.200000000000001,1.3915935429669507e-16
22.0,5.0,12.4,2.4901136410535555e-17
22.0,5.0,12.600000000000001,4.108725094792305e-18
22.0,5.0,12.8,6.227537387165224e-19
22.0,5.0,13.0,8.635925885414685e-20
22.0,5.0,13.200000000000001,1.0911006758418667e-20
22.0,5.0,13.4,1.2504846872826433e-21
22.0,5.0,13.600000000000001,1.2940588639744807e-22
22.0,5.0,13.8,1.203378383074852e-23
22.0,5.0,14.0,1.0005408848718495e-24
22.0,5.0,14.200000000000001,7.398790908718992e-26
22.0,5.0,14.4,4.839280426183447e-27
22.0,5.0,14.600000000000001,2.7834454617667768e-28
22.0,5.0,14.8,1.3993807928816466e-29
22.0,5.0,15.0,6.110626832168944e-31
22.0,5.0,15.200000000000001,2.3022254674009168e-32
22.0,5.0,15.4,7.431933563635238e-34
22.0,5.0,15.600000000000001,2.040727180501812e-35
22.0,5.0,15.8,4.730265113298147e-37
22.0,5.0,16.0,9.181963815382392e-39
22.0,5.0,16.2,1.4801439643992923e-40
22.0,5.0,16.400000000000002,1.9642113436252725e-42
22.0,5.0,16.6,2.1262128159070727e-44
22.0,5.0,16.8,1.859474585202021e-46
22.0,5.0,17.0,1.300687623412885e-48
22.0,5.0,17.2,7.200845774087344e-51
22.0,5.0,17.400000000000002,3.1205762491476243e-53
22.0,5.0,17.6,1.046439971963824e-55
22.0,5.0,17.8,2.682707262713331e-58
22.0,5.0,18.0,5.191771077267104e-61
22.0,5.0,18.2,7.484897995685739e-64
22.0,5.0,18.400000000000002,7.92789560008391e-67
22.0,5.0,18.6,6.080246835422555e-70
22.0,5.0,18.8,3.325583947994577e-73
22.0,5.0,19.0,1.2766703864716475e-76
22.0,5.0,19.200000000000003,3.3830504312214024e-80
22.0,5.0,19.400000000000002,6.080932288588224e-84
22.0,5.0,19.6,7.279800989121275e-88
22.0,5.0,19.8,5.694265585060892e-92
22.0,5.0,20.0,2.852423339163565e-96
22.0,7.5,0.0,0.11080315836233387
22.0,7.5,0.2,0.09989028895482802
22.0,7.5,0.4,0.08961325528315371
22.0,7.5,0.6000000000000001,0.07998325591373125
22.0,7.5,0.8,0.07100664916188652
22.0,7.5,1.0,0.0626848237593004
22.0,7.5,1.2000000000000002,0.055014151611213216
22.0,7.5,1.4000000000000001,0.04798602855923922
22.0,7.5,1.6,0.041587006858203344
22.0,7.5,1.8,0.03579902049016675
22.0,7.5,2.0,0.03059970154770163
22.0,7.5,2.2,0.025962782821886386
22.0,7.5,2.4000000000000004,0.021858578555671325
22.0,7.5,2.6,0.018254532220387597
22.0,7.5,2.8000000000000003,0.015115817308761452
22.0,7.5,3.0,0.012405974685578816
22.0,7.5,3.2,0.010087568166584019
22.0,7.5,3.4000000000000004,0.008122838859346367
22.0,7.5,3.6,0.0064743385174063
22.0,7.5,3.8000000000000003,0.005105522806961725
22.0,7.5,4.0,0.003981286983287869
22.0,7.5,4.2,0.003068428977214416
22.0,7.5,4.4,0.002336028187916301
22.0,7.5,4.6000000000000005,0.0017557321898441685
22.0,7.5,4.800000000000001,0.0013019478563495164
22.0,7.5,5.0,0.0009519378086354331
22.0,7.5,5.2,0.0006858273264638042
22.0,7.5,5.4,0.00048653062437893147
22.0,7.5,5.6000000000000005,0.0003396084556646816
22.0,7.5,5.800000000000001,0.0002330711656515912
22.0,7.5,6.0,0.0001571424636664647
22.0,7.5,6.2,0.00010399929513984296
22.0,7.5,6.4,6.750233896966758e-05
22.0,7.5,6.6000000000000005,4.292997871533499e-05
22.0,7.5,6.800000000000001,2.672631142672611e-05
22.0,7.5,7.0,1.6271114483274342e-05
22.0,7.5,7.2,9.676946743458995e-06
22.0,7.5,7.4,5.615953198545909e-06
22.0,7.5,7.6000000000000005,3.1766651023138006e-06
22.0,7.5,7.800000000000001,1.7492719351807023e-06
22.0,7.5,8.0,9.365512621333311e-07
22.0,7.5,8.200000000000001,4.868762484242173e-07
22.0,7.5,8.4,2.4542330047487334e-07
22.0,7.5,8.6,1.1978215467715576e-07
22.0,7.5,8.8,5.65180008375006e-08
22.0,7.5,9.0,2.573996063956075e-08
22.0,7.5,9.200000000000001,1.129616031325521e-08
22.0,7.5,9.4,4.76866722409785e-09
22.0,7.5,9.600000000000001,1.9329114143606546e-09
22.0,7.5,9.8,7.508337257508973e-10
22.0,7.5,10.0,2.7894680928689246e-10
22.0,7.5,10.200000000000001,9.890829016324758e-11
22.0,7.5,10.4,3.339815973727926e-11
22.0,7.5,10.600000000000001,1.0714965862831407e-11
22.0,7.5,10.8,3.258293377099794e-12
22.0,7.5,11.0,9.367508409819315e-13
22.0,7.5,11.200000000000001,2.5394765082670093e-13
22.0,7.5,11.4,6.473633097412497e-14
22.0,7.5,11.600000000000001,1.5473075338107962e-14
22.0,7.5,11.8,3.4570959966038406e-15
22.0,7.5,12.0,7.197338131888081e-16
22.0,7.5,12.200000000000001,1.3915935429669507e-16
22.0,7.5,12.4,2.4901136410535555e-17
22.0,7.5,12.600000000000001,4.108725094792305e-18
22.0,7.5,12.8,6.227537387165224e-19
22.0,7.5,13.0,8.635925885414685e-20
22.0,7.5,13.200000000000001,1.0911006758418667e-20
22.0,7.5,13.4,1.2504846872826433e-21
22.0,7.5,13.600000000000001,1.2940588639744807e-22
22.0,7.5,13.8,1.203378383074852e-23
22.0,7.5,14.0,1.0005408848718495e-24
22.0,7.5,14.200000000000001,7.398790908718992e-26
22.0,7.5,14.4,4.839280426183447e-27
22.0,7.5,14.600000000000001,2.7834454617667768e-28
22.0,7.5,14.8,1.3993807928816466e-29
22.0,7.5,15.0,6.110626832168944e-31
22.0,7.5,15.200000000000001,2.3022254674009168e-32
22.0,7.5,15.4,7.431933563635238e-34
22.0,7.5,15.600000000000001,2.040727180501812e-35
22.0,7.5,15.8,4.730265113298147e-37
22.0,7.5,16.0,9.181963815382392e-39
22.0,7.5,16.2,1.4801439643992923e-40
22.0,7.5,16.400000000000002,1.9642113436252725e-42
22.0,7.5,16.6,2.1262128159070727e-44
22.0,7.5,16.8,1.859474585202021e-46
22.0,7.5,17.0,1.300687623412885e-48
22.0,7.5,17.2,7.200845774087344e-51
22.0,7.5,17.400000000000002,3.1205762491476243e-53
22.0,7.5,17.6,1.046439971963824e-55
22.0,7.5,17.8,2.682707262713331e-58
22.0,7.5,18.0,5.191771077267104e-61
22.0,7.5,18.2,7.484897995685739e-64
22.0,7.5,18.400000000000002,7.92789560008391e-67
22.0,7.5,18.6,6.080246835422555e-70
22.0,7.5,18.8,3.325583947994577e-73
22.0,7.5,19.0,1.2766703864716475e-76
22.0,7.5,19.200000000000003,3.3830504312214024e-80
22.0,7.5,19.400000000000002,6.080932288588224e-84
22.0,7.5,19.6,7.279800989121275e-88
22.0,7.5,19.8,5.694265585060892e-92
22.0,7.5,20.0,2.852423339163565e-96
22.0,10.0,0.0,0.11080315836233387
22.0,10.0,0.2,0.09989028895482802
22.0,10.0,0.4,0.08961325528315371
22.0,10.0,0.6000000000000001,0.07998325591373125
22.0,10.0,0.8,0.07100664916188652
22.0,10.0,1.0,0.0626848237593004
22.0,10.0,1.2000000000000002,0.055014151611213216
22.0,10.0,1.4000000000000001,0.04798602855923922
22.0,10.0,1.6,0.041587006858203344
22.0,10.0,1.8,0.03579902049016675
22.0,10.0,2.0,0.03059970154770163
22.0,10.0,2.2,0.025962782821886386
22.0,10.0,2.4000000000000004,0.021858578555671325
22.0,10.0,2.6,0.018254532220387597
22.0,10.0,2.8000000000000003,0.015115817308761452
22.0,10.0,3.0,0.012405974685578816
22.0,10.0,3.2,0.010087568166584019
22.0,10.0,3.4000000000000004,0.008122838859346367
22.0,10.0,3.6,0.0064743385174063
22.0,10.0,3.8000000000000003,0.005105522806961725
22.0,10.0,4.0,0.003981286983287869
22.0,10.0,4.2,0.003068428977214416
22.0,10.0,4.4,0.002336028187916301
22.0,10.0,4.6000000000000005,0.0017557321898441685
22.0,10.0,4.800000000000001,0.0013019478563495164
22.0,10.0,5.0,0.0009519378086354331
22.0,10.0,5.2,0.0006858273264638042
22.0,10.0,5.4,0.00048653062437893147
22.0,10.0,5.6000000000000005,0.0003396084556646816
22.0,10.0,5.800000000000001,0.0002330711656515912
22.0,10.0,6.0,0.0001571424636664647
22.0,10.0,6.2,0.00010399929513984296
22.0,10.0,6.4,6.750233896966758e-05
22.0,10.0,6.6000000000000005,4.292997871533499e-05
22.0,10.0,6.800000000000001,2.672631142672611e-05
22.0,10.0,7.0,1.6271114483274342e-05
22.0,10.0,7.2,9.676946743458995e-06
22.0,10.0,7.4,5.615953198545909e-06
22.0,10.0,7.6000000000000005,3.1766651023138006e-06
22.0,10.0,7.800000000000001,1.7492719351807023e-06
22.0,10.0,8.0,9.365512621333311e-07
22.0,10.0,8.200000000000001,4.868762484242173e-07
22.0,10.0,8.4,2.4542330047487334e-07
22.0,10.0,8.6,1.1978215467715576e-07
22.0,10.0,8.8,5.65180008375006e-08
22.0,10.0,9.0,2.573996063956075e-08
22.0,10.0,9.200000000000001,1.129616031325521e-08
22.0,10.0,9.4,4.76866722409785e-09
22.0,10.0,9.600000000000001,1.9329114143606546e-09
22.0,10.0,9.8,7.508337257508973e-10
22.0,10.0,10.0,2.7894680928689246e-10
22.0,10.0,10.200000000000001,9.890829016324758e-11
22.0,10.0,10.4,3.339815973727926e-11
22.0,10.0,10.600000000000001,1.0714965862831407e-11
22.0,10.0,10.8,3.258293377099794e-12
22.0,10.0,11.0,9.367508409819315e-13
22.0,10.0,11.200000000000001,2.5394765082670093e-13
22.0,10.0,11.4,6.473633097412497e-14
22.0,10.0,11.600000000000001,1.5473075338107962e-14
22.0,10.0,11.8,3.4570959966038406e-15
22.0,10.0,12.0,7.197338131888081e-16
22.0,10.0,12.200000000000001,1.3915935429669507e-16
22.0,10.0,12.4,2.4901136410535555e-17
22.0,10.0,12.600000000000001,4.108725094792305e-18
22.0,10.0,12.8,6.227537387165224e-19
22.0,10.0,13.0,8.635925885414685e-20
22.0,10.0,13.200000000000001,1.0911006758418667e-20
22.0,10.0,13.4,1.2504846872826433e-21
22.0,10.0,13.600000000000001,1.2940588639744807e-22
22.0,10.0,13.8,1.203378383074852e-23
22.0,10.0,14.0,1.0005408848718495e-24
22.0,10.0,14.200000000000001,7.398790908718992e-26
22.0,10.0,14.4,4.839280426183447e-27
22.0,10.0,14.600000000000001,2.7834454617667768e-28
22.0,10.0,14.8,1.3993807928816466e-29
22.0,10.0,15.0,6.110626832168944e-31
22.0,10.0,15.200000000000001,2.3022254674009168e-32
22.0,10.0,15.4,7.431933563635238e-34
22.0,10.0,15.600000000000001,2.040727180501812e-35
22.0,10.0,15.8,4.730265113298147e-37
22.0,10.0,16.0,9.181963815382392e-39
22.0,10.0,16.2,1.4801439643992923e-40
22.0,10.0,16.400000000000002,1.9642113436252725e-42
22.0,10.0,16.6,2.1262128159070727e-44
22.0,10.0,16.8,1.859474585202021e-46
22.0,10.0,17.0,1.300687623412885e-48
22.0,10.0,17.2,7.200845774087344e-51
22.0,10.0,17.400000000000002,3.1205762491476243e-53
22.0,10.0,17.6,1.046439971963824e-55
22.0,10.0,17.8,2.682707262713331e-58
22.0,10.0,18.0,5.191771077267104e-61
22.0,10.0,18.2,7.484897995685739e-64
22.0,10.0,18.400000000000002,7.92789560008391e-67
22.0,10.0,18.6,6.080246835422555e-70
22.0,10.0,18.8,3.325583947994577e-73
22.0,10.0,19.0,1.2766703864716475e-76
22.0,10.0,19.200000000000003,3.3830504312214024e-80
22.0,10.0,19.400000000000002,6.080932288588224e-84
22.0,10.0,19.6,7.279800989121275e-88
